Date,Open,High,Low,Close,Adj Close,Volume
2022-05-10,77.800003,81.000000,76.945000,78.699997,78.699997,728220
2022-05-11,79.000000,80.599998,77.800003,79.900002,79.900002,288835
2022-05-12,81.699997,84.599998,75.699997,79.300003,79.300003,679712
2022-05-13,80.699997,85.800003,80.000000,80.000000,80.000000,298773
2022-05-16,79.099998,83.599998,78.000000,81.099998,81.099998,85111
2022-05-17,81.900002,83.199997,80.000000,80.000000,80.000000,209603
2022-05-18,78.599998,84.800003,78.599998,81.900002,81.900002,251656
2022-05-19,79.699997,80.800003,76.500000,78.500000,78.500000,1215309
2022-05-20,80.000000,81.834999,78.327003,78.800003,78.800003,488143
2022-05-23,78.800003,80.900002,76.300003,80.000000,80.000000,239299
2022-05-24,81.500000,83.500000,78.443001,79.099998,79.099998,788386
2022-05-25,80.000000,80.900002,77.500000,78.699997,78.699997,202177
2022-05-26,79.699997,80.900002,77.099998,79.800003,79.800003,347977
2022-05-27,81.099998,81.099998,78.305000,79.000000,79.000000,235229
2022-05-30,78.900002,81.800003,76.949997,79.500000,79.500000,359320
2022-05-31,79.500000,79.500000,78.199997,78.199997,78.199997,392300
2022-06-01,78.199997,79.000000,76.199997,77.300003,77.300003,285116
2022-06-06,79.000000,81.235001,76.800003,78.900002,78.900002,327050
2022-06-07,79.000000,80.599998,76.800003,78.900002,78.900002,201440
2022-06-08,76.800003,79.199997,76.800003,77.699997,77.699997,164617
2022-06-09,77.300003,82.800003,77.199997,77.400002,77.400002,120532
2022-06-10,76.500000,79.800003,76.000000,77.800003,77.800003,508978
2022-06-13,75.599998,77.500000,72.099998,73.699997,73.699997,585340
2022-06-14,73.000000,76.228996,72.300003,72.900002,72.900002,343305
2022-06-15,70.000000,76.800003,70.000000,75.599998,75.599998,243440
2022-06-16,72.599998,75.816002,70.699997,70.800003,70.800003,414720
2022-06-17,71.000000,75.300003,71.000000,72.000000,72.000000,371553
2022-06-20,71.000000,75.900002,71.000000,74.199997,74.199997,236271
2022-06-21,71.599998,78.000000,71.599998,76.699997,76.699997,273098
2022-06-22,73.300003,78.900002,73.300003,76.000000,76.000000,472825
2022-06-23,73.099998,80.300003,73.099998,78.099998,78.099998,473888
2022-06-24,76.000000,82.000000,75.699997,80.400002,80.400002,459951
2022-06-27,77.500000,83.099998,76.500000,77.500000,77.500000,199655
2022-06-28,75.599998,81.199997,75.599998,79.900002,79.900002,337019
2022-06-29,77.000000,81.599998,77.000000,79.800003,79.800003,309341
2022-06-30,75.599998,81.099998,75.500000,77.199997,77.199997,275682
2022-07-01,75.300003,80.800003,74.720001,74.900002,74.900002,89893
2022-07-04,73.199997,80.400002,73.199997,78.599998,78.599998,151022
2022-07-05,75.699997,81.099998,73.692001,75.699997,75.699997,230778
2022-07-06,73.000000,77.500000,73.000000,75.599998,75.599998,128860
2022-07-07,73.000000,78.000000,73.000000,77.000000,77.000000,141243
2022-07-08,77.000000,79.900002,74.940002,78.000000,78.000000,200456
2022-07-11,78.000000,79.500000,77.939003,78.000000,78.000000,299406
2022-07-12,76.900002,78.699997,75.598999,78.500000,78.500000,124725
2022-07-13,77.000000,78.699997,73.000000,73.000000,73.000000,66800
2022-07-14,76.500000,76.500000,73.599998,73.599998,73.599998,315628
2022-07-15,73.000000,75.522003,72.500000,74.599998,74.599998,302601
2022-07-18,76.400002,76.400002,72.000000,72.000000,72.000000,270105
2022-07-19,75.300003,76.500000,74.599998,75.699997,75.699997,108773
2022-07-20,75.699997,83.000000,72.000000,79.300003,79.300003,588936
2022-07-21,78.000000,81.099998,78.000000,78.000000,78.000000,293756
2022-07-22,79.800003,83.099998,79.400002,82.000000,82.000000,249442
2022-07-25,82.599998,84.400002,80.300003,81.800003,81.800003,218998
2022-07-26,80.400002,86.119003,79.500000,84.000000,84.000000,857208
2022-07-27,82.199997,84.000000,81.099998,83.300003,83.300003,354657
2022-07-28,85.599998,87.599998,79.599998,80.599998,80.599998,300600
2022-07-29,82.000000,86.699997,79.577003,82.099998,82.099998,257016
2022-08-01,83.699997,86.099998,78.900002,82.800003,82.800003,271002
2022-08-02,84.699997,86.900002,81.870003,85.000000,85.000000,329188
2022-08-03,82.800003,88.599998,80.199997,87.900002,87.900002,463520
2022-08-04,85.699997,90.000000,85.699997,87.699997,87.699997,496124
2022-08-05,88.000000,91.800003,85.029999,91.400002,91.400002,822623
2022-08-08,91.900002,96.251999,89.599998,93.300003,93.300003,355330
2022-08-09,92.900002,96.599998,88.699997,90.699997,90.699997,320602
2022-08-10,93.000000,93.000000,89.111000,92.000000,92.000000,173491
2022-08-11,88.500000,91.900002,86.800003,88.099998,88.099998,345641
2022-08-12,88.599998,89.000000,85.517998,88.300003,88.300003,227747
2022-08-15,86.500000,89.000000,85.099998,86.900002,86.900002,189420
2022-08-16,87.300003,88.500000,84.183998,87.599998,87.599998,281089
2022-08-17,85.099998,86.764000,84.289001,84.599998,84.599998,328822
2022-08-18,84.400002,87.000000,82.400002,83.900002,83.900002,290742
2022-08-19,83.000000,87.084000,79.900002,83.800003,83.800003,885699
2022-08-22,81.699997,83.699997,80.400002,83.000000,83.000000,90041
2022-08-23,82.199997,83.000000,78.699997,79.000000,79.000000,115548
2022-08-24,79.199997,81.000000,79.099998,80.550003,80.550003,257265
2022-08-25,80.199997,85.000000,79.791000,84.199997,84.199997,808500
2022-08-26,82.000000,84.900002,80.900002,82.900002,82.900002,174050
2022-08-30,85.000000,85.000000,80.500000,83.099998,83.099998,193689
2022-08-31,82.000000,86.199997,78.900002,81.000000,81.000000,126157
2022-09-01,81.199997,82.199997,78.800003,78.800003,78.800003,162747
2022-09-02,83.000000,83.000000,78.400002,82.000000,82.000000,86668
2022-09-05,81.099998,84.099998,77.000000,81.500000,81.500000,209810
2022-09-06,80.500000,91.599998,78.000000,86.599998,86.599998,666243
2022-09-07,85.000000,88.599998,81.400002,85.099998,85.099998,214528
2022-09-08,87.000000,89.599998,84.956001,87.300003,87.300003,193256
2022-09-09,86.000000,90.599998,81.300003,89.000000,89.000000,507239
2022-09-12,86.099998,91.000999,85.199997,91.000000,91.000000,450016
2022-09-13,83.000000,95.000000,83.000000,83.000000,83.000000,112817
2022-09-14,85.400002,89.000000,84.000000,88.599998,88.599998,114403
2022-09-15,89.900002,93.199997,87.199997,89.000000,89.000000,531816
2022-09-16,88.500000,92.000000,84.099998,84.099998,84.099998,337701
2022-09-20,82.900002,86.290001,81.300003,83.300003,83.300003,447092
2022-09-21,83.500000,84.900002,81.199997,83.500000,83.500000,75705
